publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name
Journal of the Royal Asiatic Society	1356-1863	1474-0591	1928	60	4	1928	60	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333343533363430383934				fulltext		
Journal of the Royal Asiatic Society	1356-1863	1474-0591	1933	65	4	1933	65	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333343533363430383934				fulltext		
Journal of the Royal Asiatic Society	1356-1863	1474-0591	1953	85	3-4	1953	85	3-4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333343533363430383934				fulltext		
Journal of the Royal Asiatic Society	1356-1863	1474-0591	1991	1	1	2000	10	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333343533363430383934				fulltext		
Journal of the Royal Asiatic Society of Great Britain & Ireland	0035-869X		1834	1	2	1838	5	10	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332393633303939393831				fulltext		
Journal of the Royal Asiatic Society of Great Britain & Ireland	0035-869X		1841	6	11	1841	6	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332393633303939393831				fulltext		
Journal of the Royal Asiatic Society of Great Britain & Ireland	0035-869X		1843	7	13	1843	7	14	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332393633303939393831				fulltext		
Journal of the Royal Asiatic Society of Great Britain & Ireland	0035-869X		1846	8	15	1846	8	15	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332393633303939393831				fulltext		
Journal of the Royal Asiatic Society of Great Britain & Ireland	0035-869X		1864	1	1	1864	1	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332393633303939393831				fulltext		
Journal of the Royal Asiatic Society of Great Britain & Ireland	0035-869X		1866	2	1	1870	5	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332393633303939393831				fulltext		
Journal of the Royal Asiatic Society of Great Britain & Ireland	0035-869X		1873	6	1	1990	122	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332393633303939393831				fulltext		
Journal of the Royal Institute of Chemistry	0368-3958		1950	74		1964	88	November	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%23383334393334383136				fulltext		
Journal of the Royal Musical Association	0269-0403	1471-6933	1874	1	1	1911	38	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333323038303337313539				fulltext		
Journal of the Royal Musical Association	0269-0403	1471-6933	1913	40	1	1984	111	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333323038303337313539				fulltext		
Journal of the Royal Musical Association	0269-0403	1471-6933	1987	112	1	1995	120	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333323038303337313539				fulltext		
Journal of the Society for Radiological Protection	0260-2814		1981	1	1	1987	7	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2331303834353539343632				fulltext		
Journal of Tropical Ecology	0266-4674	1469-7831	1985	1	1	1997	13	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331383333363834383636				fulltext		
Journal of Tropical Pediatrics	0142-6338	1465-3664	1955	1	1	1995	41	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%23313330313937313639				fulltext		
Journal of Urban Design	1357-4809	1469-9664	1996	1	1	1996	1	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%2332363636353638313134				fulltext		
Journal of Urban Technology	1063-0732	1466-1853	1992	1	1	1996	3	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%2332393834363231373839				fulltext		
Journal of Verbal Learning and Verbal Behavior	0022-5371		1962	1	1	1984	23	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2331393033353231333437				fulltext		
Journal of Wine Research	0957-1264	1469-9672	1990	1	1	1996	7	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%2331383034323134383037				fulltext		
Journalism and Mass Communication Quarterly	10776990		1924	1	Jan 1, 1924	2000	77	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818414				fulltext		
JPMS : Journal of Political and Military Sociology	00472697		1973	1	1	2000	28	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1816656				fulltext		
Jubilee of the Chemical Society			1891		Jubilee	1891		Jubilee	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2331363739303637393130				fulltext		
Judaism	00225762		1952	1	1	2000	49	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817128				fulltext		
KronoScope	1567-715X	1568-5241	2001	1	1-2	2009	9	1-2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393939323237353434				fulltext		
Lab on a Chip	1473-0197	1473-0189	2001	1	1	2007	7	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2332303836373730383436				fulltext		
Land Development Studies	0264-0821		1984	1	1	1990	7	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%2332363435323434333731				fulltext		
Landscape Research	0142-6397	1469-9710	1968	1	1	1970	1	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%2334303733373134343836				fulltext		
Landscape Research	0142-6397	1469-9710	1972	1	4	1996	21	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%2334303733373134343836				fulltext		
Language and Speech	0023-8309		1958	1	1	2000	43	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2333383534353738383239				fulltext		
Language in Society	0047-4045	1469-8013	1972	1	1	1997	26	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2334313530303834343830				fulltext		
Language Teaching	0261-4448	1475-3049	1968	1	1	2001	34	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332333633333231313230				fulltext		
Language Variation and Change	0954-3945	1469-8021	1989	1	1	1998	10	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23393031323231363035				fulltext		
Laser and Particle Beams	0263-0346	1469-803X	1983	1	1	1998	16	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2334323834373830313436				fulltext		
Le Fait Missionnaire	1420-2018	2211-8527	2000	9	1	2006	19	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333393434363938383335				fulltext		
Legal History Review, The	0040-7585	1571-8190	2003	71	1	2003	71	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331323732303239393035				fulltext		
Legal Information Management	1472-6696	1741-2021	2001	1	1	2003	3	3-4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332373033373238343233				fulltext		
Legal Theory	1352-3252	1469-8048	1995	1	1	1998	4	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23343337393839313939				fulltext		
Leiden Journal of International Law	0922-1565	1478-9698	1988	1	1	1995	8	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333353632303932343734				fulltext		
Literary & Linguistic Computing	0268-1145	1477-4615	1986	1	1	1987	2	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332353239323838363837				fulltext		
Literary and Linguistic Computing	0268-1145	1477-4615	1986	1	3	1995	10	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331333934393238373930				fulltext		
Literary Review	0024-4589		1957	1	1	1996	39	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2331313633363133353130				fulltext		
Literature & Theology	0269-1205	1477-4623	1987	1	1	1995	9	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%23383938333236373435				fulltext		
Literature and Theology	0269-1205	1477-4623	1992	6	1	1992	6	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2334313432373337323337				fulltext		
Local Economy	0269-0942	1470-9325	1986	1	1	1996	11	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%23363132323338383033				fulltext		
Local Environment	1354-9839	1469-6711	1996	1	1	1996	1	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%2333353533343936383638				fulltext		
Logic Journal of IGPL	1367-0751	1368-9894	1993	1	1	1995	3	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332333339363834313534				fulltext		
Logos	0957-9656	1878-4712	2000	11	1	2009	20	1-4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331353836383335323735				fulltext		
Lusotopie	1257-0273	1768-3084	2005	12	1	2008	15	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332383839363436313437				fulltext		
Mathematical Engineering in Industry	0169-121X	1568-5640	2001	8	2	2001	8	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23323132313732333036				fulltext		
Mathematical Medicine and Biology	1477-8599	1477-8602	1984	1	1	1995	12	3-4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331373436373833363837				fulltext		
Mathematical Proceedings of the Cambridge Philosophical Society	0305-0041	1469-8064	1924	22	1	1996	120	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333303039383037373331				fulltext		
Mathematical Structures in Computer Science	0960-1295	1469-8072	1991	1	1	1996	6	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333353331363833323231				fulltext		
Max Planck Yearbook of United Nations Law Online	1389-4633	1875-7413	2000	4	1	2009	13	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333303633363839383237				fulltext		
Measurement Science and Technology	0957-0233		1990	1	1	1998	9	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2331373735373732393030				fulltext		
Medical Law Review	0967-0742	1464-3790	1993	1	1	1995	3	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332343436313038393736				fulltext		
Medieval and Renaissance Drama in England	07313403		1984	1	Jan 1, 1984	1986	3	Jan 1, 1986	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818050				fulltext		
Medieval and Renaissance Drama in England	07313403		1989	4	Jan 1, 1989	1989	4	Jan 1, 1989	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818050				fulltext		
Medieval and Renaissance Drama in England	07313403		1991	5	Jan 1, 1991	1991	5	Jan 1, 1991	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818050				fulltext		
Medieval and Renaissance Drama in England	07313403		1993	6	Jan 1, 1993	1993	6	Jan 1, 1993	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818050				fulltext		
Medieval and Renaissance Drama in England	07313403		1995	7	Jan 1, 1995	1999	12	Jan 1, 1999	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818050				fulltext		
Medieval Encounters	1380-7854	1570-0674	1995	1	1	2009	15	2-4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332343233383536323237				fulltext		
Medium aevum	0025-8385		1932	1		1947	16		https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2331323837303431383839				fulltext		
Medium aevum	0025-8385		1949	18		1990	59		https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2331323837303431383839				fulltext		
Memoirs and Proceedings of the Chemical Society			1841	1		1841	1		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2333333935373933373133				fulltext		
Memoirs and Proceedings of the Chemical Society			1843	2		1843	2		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2333333935373933373133				fulltext		
Memoirs and Proceedings of the Chemical Society			1845	3		1845	3		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2333333935373933373133				fulltext		
Method & Theory in the Study of Religion	0943-3058	1570-0682	2002	14	1	2009	21	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23393238393031393536				fulltext		
Method && Theory in the Study of Religion	0943-3058	1570-0682	1989	1	1	2001	13	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23363833303930393234				fulltext		
Method && Theory in the Study of Religion	0943-3058	1570-0682	2007	19	1	2008	20	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23363833303930393234				fulltext		
Metrologia	0026-1394		1965	1	1	1998	35	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2333333730313831333636				fulltext		
Middle East Journal	0026-3141		1947	1		1995	49	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%23323230313234313737				fulltext		
Middle East Journal of Culture and Communication	1873-9857	1873-9865	2008	1	1	2009	2	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23353635343432393230				fulltext		
Middle East Law and Governance	1876-3367	1876-3375	2009	1	1	2009	1	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23373439373131393335				fulltext		
Mind	0026-4423	1460-2113	1876	os-1	1	1888	os-XIII	52	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333313937393739373037				fulltext		
Mind	0026-4423	1460-2113	1890	os-XV	57	1892	1	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333313937393739373037				fulltext		
Mind	0026-4423	1460-2113	1896	ns-5	18	1896	ns-5	18	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333313937393739373037				fulltext		
Mind	0026-4423	1460-2113	1956	65	1	1956	65	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333313937393739373037				fulltext		
Mind	0026-4423	1460-2113	1992	101	401	1995	104	416	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333313937393739373037				fulltext		
Minutes of the Proceedings (Institution of Civil Engineers)		1753-7843	1837	1	1837	1920	210	1920	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33333337363337383230%2331363132303539393232				fulltext		
Minutes of the Proceedings (Institution of Civil Engineers)		1753-7843	1922	213	1922	1935	240	1935	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33333337363337383230%2331363132303539393232				fulltext		
Mission Studies	0168-9789	1573-3831	1984	1	1	1997	14	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331363230393034353234				fulltext		
Mission Studies	0168-9789	1573-3831	2000	17	1	2009	26	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331363230393034353234				fulltext		
Mnemosyne	0026-7074	1568-525X	1948	1	1	2009	62	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332363534393530303134				fulltext		
Modelling and Simulation in Materials Science and Engineering	0965-0393		1992	1	1	1998	6	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2331393332353838363536				fulltext		
Modern Asian Studies	0026-749X	1469-8099	1967	1	1	1997	31	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23373936313437323634				fulltext		
Modern Fiction Studies	0026-7724		1955	1	1	1995	41	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2333343037343338363034				fulltext		
Modern Judaism	0276-1114	1086-3273	1981	1	1	1995	15	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333323131353735353833				fulltext		
Molecular biology and evolution	0737-4038		1994	11	5	1994	11	5	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331363830363039333630				fulltext		
Molecular BioSystems	1742-206X	1742-2051	2005	1	1	2007	3	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2332353331303334383838				fulltext		
Molecular Human Reproduction	1360-9947	1460-2407	1995	1	1	1995	1	8	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%23373836353634343839				fulltext		
Music and Letters	0027-4224	1477-4631	1943	24	1	1943	24	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332393934393933353030				fulltext		
Music and Letters	0027-4224	1477-4631	1956	37	1	1956	37	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332393934393933353030				fulltext		
Music and Letters	0027-4224	1477-4631	1960	41	1	1964	45	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332393934393933353030				fulltext		
Music and Letters	0027-4224	1477-4631	1966	47	1	1966	47	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332393934393933353030				fulltext		
Music and Letters	0027-4224	1477-4631	1975	56	1	1975	56	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332393934393933353030				fulltext		
Music and Letters	0027-4224	1477-4631	1977	58	1	1995	76	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332393934393933353030				fulltext		
Mutagenesis	0267-8357	1464-3804	1986	1	1	1995	10	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333323237373533393436				fulltext		
NAN NÜ	1387-6805	1568-5268	2003	5	2	2009	11	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331373734363937313333				fulltext		
NAN NÜ	1387-6805	1568-5268	2003	5	2	2009	11	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331373734363937313333				fulltext		
Nanotechnology	0957-4484		1990	1	1	1998	9	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2332363339393337343730				fulltext		
Natural Language Engineering	1351-3249	1469-8110	1995	1	1	1995	1	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23363937383137303730				fulltext		
Natural Product Reports	0265-0568	1460-4752	1984	1		2007	24	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%23353634313639343231				fulltext		
Nederlands Archief voor Kerkgeschiedenis / Dutch Review of Church History	0028-2030	1871-2401	2000	80	1	2005	85	1-4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23383835383332393838				fulltext		
Negro History Bulletin	0028-2529		1937	1	1	1987	50	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2334323338303837353036				fulltext		
Nematology	1388-5545	1568-5411	1999	1	1	2009	11	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332383530383935353230				fulltext		
Nephrology Dialysis Transplantation	0931-0509	1460-2385	1986	1	1	1995	10	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333333537373636383434				fulltext		
Netherlands International Law Review	0165-070X	1741-6191	1953	1	1	1953	1	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332383933353332393634				fulltext		
Netherlands International Law Review	0165-070X	1741-6191	1955	2	1	2002	49	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332383933353332393634				fulltext		
Netherlands Journal of Zoology	0028-2960		1967	18	1	2003	52	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23363735383837353231				fulltext		
Netherlands Yearbook of International Law	0167-6768	1574-0951	1970	1		2003	34		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331333535333033393031				fulltext		
Network: Computation in Neural Systems	0954-898X		1990	1	1	1998	9	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2331343835333731373733				fulltext		
New Journal of Chemistry	1144-0546	1369-9261	1998	22	1	2007	31	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2333393631363238383430				fulltext		
New Journal of Physics	1367-2630		1998	1	1	1998	1	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%23343437393939343138				fulltext		
New Society	00286729		1962	1	Oct 4, 1962	1988	84	1326	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818792				fulltext		
New Testament Studies	0028-6885	1469-8145	1954	1	1	1998	44	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333373136333733373735				fulltext		
New Theatre Quarterly	0266-464X	1474-0613	1985	1	1	2001	17	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363730333537333832				fulltext		
New York Times Current History	1932-7064		1915	2	1	1916	3	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%23343431313636373936				fulltext		
New York Times Current History of the European War	1932-7064		1914	1	1	1914	1	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2334303831303533363934				fulltext		
Newsletter, European Labor and Working Class History	0097-8523		1972	1		1975	8		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23393935363234343735				fulltext		
NIN	1567-8474	1570-7768	2001	2	1	2003	4	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23383939333432353935				fulltext		
Nineteenth Century Theatre	08933766		1973	1	1	2000	28	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1820886				fulltext		
No journal title	0022-2151	1748-5640	1997	111	5	1997	111	5	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2330				fulltext		
Non-State Actors and International Law	1567-7125	1571-8077	2001	1	1	2005	5	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331373431323836363737				fulltext		
Nonlinearity	0951-7715		1988	1	1	1998	11	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%23343035363738303530				fulltext		
Nordic Journal of International Law	0902-7351	1571-8107	1947	18	1	1947	18	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393033363632313839				fulltext		
Nordic Journal of International Law	0902-7351	1571-8107	1949	19	1	1959	29	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393033363632313839				fulltext		
Nordic Journal of International Law	0902-7351	1571-8107	1986	55	1	1991	60	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393033363632313839				fulltext		
Nordic Journal of International Law	0902-7351	1571-8107	1994	63	1	2009	78	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393033363632313839				fulltext		
Nordic Journal of International Law, The	0902-7351	1571-8107	2002	71	3	2002	71	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332393039393639323437				fulltext		
Nordic Journal of Linguistics	0332-5865	1502-4717	1978	1	1	2002	25	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332393938383038373236				fulltext		
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1926	1	1	1928	2	8	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%23373437333231343339				fulltext		
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1930	3	1	1930	3	5-8	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%23373437333231343339				fulltext		
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1932	4	1-3	1933	4	8	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%23373437333231343339				fulltext		
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1935	5	1	1936	6	8	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%23373437333231343339				fulltext		
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1938	7	1	1938	7	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%23373437333231343339				fulltext		
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1940	8	1-2	1946	11	7-8	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%23373437333231343339				fulltext		
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1948	12	1	1948	12	7-8	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%23373437333231343339				fulltext		
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1951	13	1-2	1951	13	3-8	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%23373437333231343339				fulltext		
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1954	14	1-4	1954	14	7-8	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%23373437333231343339				fulltext		
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1956	15	1-2	1957	16	1-8	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%23373437333231343339				fulltext		
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1959	17	1-4	1959	17	5-8	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%23373437333231343339				fulltext		
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1961	18	1-2	1961	18	7-8	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%23373437333231343339				fulltext		
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1963	19	1-2	1963	19	7-8	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%23373437333231343339				fulltext		
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1965	20	1-2	1965	20	8	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%23373437333231343339				fulltext		
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1967	21	1	1996	50	3-4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%23373437333231343339				fulltext		
Notes and Queries	0029-3970	1471-6941	1849	s1-I	1	1926	151	26	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33363137353835333332%2332323738373834323730				fulltext		
Notes and Queries	0029-3970	1471-6941	1929	156	1	1930	158	26	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33363137353835333332%2332323738373834323730				fulltext		
Notes and Queries	0029-3970	1471-6941	1934	167	26	1934	167	26	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33363137353835333332%2332323738373834323730				fulltext		
Notes and Queries	0029-3970	1471-6941	1937	172	1	1952	197	26	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33363137353835333332%2332323738373834323730				fulltext		
Notes and Queries	0029-3970	1471-6941	1954	199	nov	1954	199	jul	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33363137353835333332%2332323738373834323730				fulltext		
Notes and Queries	0029-3970	1471-6941	1956	3	1	1956	3	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33363137353835333332%2332323738373834323730				fulltext		
Notes and Queries	0029-3970	1471-6941	1959	6	6	1976	23	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33363137353835333332%2332323738373834323730				fulltext		
Notes and Queries	0029-3970	1471-6941	1979	26	1	1985	32	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33363137353835333332%2332323738373834323730				fulltext		
Notes and Queries	0029-3970	1471-6941	1987	ns-34	2	1995	42	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33363137353835333332%2332323738373834323730				fulltext		
