publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name
International Journal of Public Opinion Research	0954-2892	1471-6909	1989	1	1	1995	7	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/intpor.html				fulltext			
International Journal of Refugee Law	0953-8186	1464-3715	1989	1	1	1995	7	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/reflaw.html				fulltext			
International Journal of Technology Assessment in Health Care	0266-4623	1471-6348	1985	1	1	1998	14	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/THC.html				fulltext			
International Journal of Water Resources Development	0790-0627	1360-0648	1984	2	2-3	1984	2	4	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/cijw20.html				fulltext			
International Journal of Water Resources Development	0790-0627	1360-0648	1987	3	1	1996	12	4	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/cijw20.html				fulltext			
International Journal on Minority and Group Rights	1385-4879	1571-8115	1993	1	1	2008	15	2	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/13854879.html				fulltext			
International Law FORUM du droit international	1388-9036	1571-8042	1999	1	1	2005	7	4	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/13889036.html				fulltext			
International Mathematics Research Notices	1073-7928	1687-1197	1991	1991	1	1995	1995	13	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/imrn.html				fulltext			
International Monetary Fund Staff Papers	1020-7635		1950	1	1	1995	42	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/5171.html				fulltext			
International Negotiation		1571-8069	1996	1	2	2008	13	2	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/1382340X.html				fulltext			
International Organization	0020-8183	1531-5088	1947	1	1	1996	50	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/INO.html				fulltext			
International Planning Studies	1356-3475	1469-9265	1996	1	1	1996	1	3	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/cips20.html				fulltext			
International Review of Poultry Science	1877-9654		1928	1	1	1940	13	1-2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/IPS.html				fulltext			
International Review of Social History	0020-8590		1956	1	1	1997	42	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/ISH.html				fulltext			
International Review of the Red Cross	0020-8604		1961	1	1	1998	38	325	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/RCE.html				fulltext			
Inverse Problems	0266-5611		1985	1	1	1998	14	6	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0266-5611.html				fulltext			
Iran and the Caucasus	1609-8498		1997	1	1	1998	2	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/16098498.html				fulltext			
Iran and the Caucasus	1609-8498		2001	5	1	2005	9	2	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/16098498.html				fulltext			
Iran and the Caucasus	1609-8498		2007	11	1	2008	12	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/16098498.html				fulltext			
Islamic Law and Society	0928-9380	1568-5195	1994	1	1	1994	1	3	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09289380.html				fulltext			
Islamic Law and Society	0928-9380	1568-5195	2006	13	2	2008	15	3	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09289380.html				fulltext			
ITNOW	1746-5702	1746-5710	1995	37	5	1995	37	6	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/combul.html				fulltext			
Japan Quarterly	0021-4590		1954	1	1	1995	42	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/6125.html				fulltext			
Japanese Journal of Clinical Oncology	0000-0000	1465-3621	1971	1	1	1995	25	6	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jjco.html				fulltext			
Jewish Social Studies	0021-6704		1939	1	1	1968	30	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/1106.html				fulltext			
Jewish Social Studies	0021-6704		1970	32	1	1972	34	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/1106.html				fulltext			
Jewish Social Studies	0021-6704		1974	36	1	1988	50	3	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/1106.html				fulltext			
JNCI Cancer Spectrum	0027-8874	1460-2105	1988	80	1	1995	87	24	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jnci.html				fulltext			
Journal and Proceedings of the Institute of Chemistry of Great Britain and Ireland	0368-3958		1920	44		1943	67		http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/JG.html				fulltext			
Journal and Proceedings of the Royal Institute of Chemistry	0368-3958		1949	73		1949	73		http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/JP.html				fulltext			
Journal and Proceedings of the Royal Institute of Chemistry of Great Britain and Ireland	0368-3958		1944	68		1948	72		http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/RG.html				fulltext			
Journal for the Study of Judaism	0047-2212	1570-0631	1970	1	1	2008	39	4	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00472212.html				fulltext			
Journal of Adhesion Science and Technology	0169-4243	1568-5616	1987	1	1	2009	23	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/01694243.html				fulltext			
Journal of African Economies	0963-8024	1464-3723	1992	1	1	1995	4	3	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jafeco.html				fulltext			
Journal of African Law	0021-8553	1464-3731	1957	1	1	2000	44	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JAL.html				fulltext			
Journal of American Studies	0021-8758	1469-5154	1967	1	1	1996	30	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/AMS.html				fulltext			
Journal of Analytical Atomic Spectrometry	0267-9477	1364-5544	1986	1	1	2004	19	12	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/JA.html				fulltext			
Journal of Anglican Studies	1740-3553	1745-5278	2003	1	1	2007	5	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/AST.html				fulltext			
Journal of Antimicrobial Chemotherapy	0305-7453	1460-2091	1975	1	1	1995	36	6	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jac.html				fulltext			
Journal of Arabic Literature	0085-2376		1970	1	1	2008	39	2	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00852376.html				fulltext			
Journal of Biochemistry		0000-0000	1922	1	1	1942	35	2	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jbiochem.html				fulltext			
Journal of Biochemistry		0000-0000	1944	36	1	1944	36	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jbiochem.html				fulltext			
Journal of Biochemistry		0000-0000	1950	37	1	1995	118	6	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jbiochem.html				fulltext			
Journal of Biomaterials Science, Polymer Edition	0920-5063	1568-5624	1989	1	1	1989	1	4	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09205063.html				fulltext			
Journal of Biomaterials Science, Polymer Edition	0920-5063	1568-5624	1991	2	1	2008	19	11	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09205063.html				fulltext			
Journal of Biosocial Science	0021-9320	1469-7599	1969	1	1	1996	28	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JBS.html				fulltext			
Journal of Child Language	0305-0009	1469-7602	1974	1	1	1996	23	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JCL.html				fulltext			
Journal of Church and State		2040-4867	1959	1	1	1995	37	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jcs.html				fulltext			
Journal of Consumer Affairs	0022-0078		1967	1	1	2000	34	2	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/0571.html				fulltext			
Journal of Dairy Research	0022-0299	1469-7629	1929	1	1	1996	63	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/DAR.html				fulltext			
Journal of Design History	0952-4649	1741-7279	1988	1	1	1995	8	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/design.html				fulltext			
Journal of Early Modern History	1385-3783	1570-0658	1997	1	1	2008	12	3	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/13853783.html				fulltext			
Journal of Educational Research	0022-0671		1920	1	1	1995	88	6	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/1123.html				fulltext			
Journal of Electromagnetic Waves and Applications	0920-5071	1569-3937	1988	2	3	2008	22	8	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09205071.html				fulltext			
Journal of Electron Microscopy	0022-0744	1477-9986	1953	1	1	1995	44	6	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jmicro.html				fulltext			
Journal of Empirical Theology	0922-2936	1570-9256	1889	2	1	1889	2	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09222936.html				fulltext			
Journal of Empirical Theology	0922-2936	1570-9256	1988	1	1	1988	1	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09222936.html				fulltext			
Journal of Empirical Theology	0922-2936	1570-9256	1990	3	1	2008	21	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09222936.html				fulltext			
Journal of Environmental Law	0952-8873		1989	1	1	1995	7	2	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/envlaw.html				fulltext			
Journal of Environmental Monitoring	1464-0325	1464-0333	1999	1	1	2004	6	12	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/EM.html				fulltext			
Journal of Environmental Planning and Management	0964-0568	1360-0559	1992	35	1	1996	39	4	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/cjep20.html				fulltext			
Journal of Environmental Planning and Management (Series 1)	0032-0714		1948	1	1	1962	5	4	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/cjep18.html				fulltext			
Journal of Environmental Planning and Management (Series 1)	0032-0714		1964	6	1	1964	6	2	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/cjep18.html				fulltext			
Journal of Experimental Botany	0022-0957	1460-2431	1950	1	1	1995	46	12	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jexbot.html				fulltext			
Journal of Financial and Quantitative Analysis	0022-1090	1756-6916	1966	1	1	2003	38	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JFQ.html				fulltext			
Journal of Fluid Mechanics	0022-1120	1469-7645	1956			1996			http://www.jiscjournalarchives.ac.uk/browse/cup/titles/FLM.html				fulltext			
Journal of French Language Studies	0959-2695	1474-0079	1991	1	1	1999	9	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JFL.html				fulltext			
Journal of Functional Programming	0956-7968	1469-7653	1966	6	2	1966	6	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JFP.html				fulltext			
Journal of Functional Programming	0956-7968	1469-7653	1991	1	1	1996	6	6	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JFP.html				fulltext			
Journal of General Psychology	0022-1309		1928	1		1995	122	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/1128.html				fulltext			
Journal of Geography in Higher Education	0309-8265	1466-1845	1977	1	1	1996	20	3	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/cjgh20.html				fulltext			
Journal of Helminthology		1475-2697	1923	1	1	1943	21	1	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JHL.html				fulltext			
Journal of Helminthology		1475-2697	1945	21	2-3	1998	72	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JHL.html				fulltext			
Journal of Heredity	0022-1503	1465-7333	1910	1	1	1995	86	6	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jhered.html				fulltext			
Journal of High Energy Physics	1126-6708		1997	1997	07	1998	1999	01	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/1126-6708.html				fulltext			
Journal of Islamic Studies	0955-2340	1471-6917	1990	1	1	1995	6	2	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/islamj.html				fulltext			
Journal of Jewish Thought and Philosophy			2002	11	1	2004	13	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/1053699X.html				fulltext			
Journal of Jewish Thought and Philosophy			2006	14	1	2008	16	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/1053699X.html				fulltext			
Journal of Latin American Studies			1969	1	1	1996	28	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/LAS.html				fulltext			
Journal of Law, Economics, and Organization	8756-6222	1465-7341	1985	1	1	1995	11	2	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jleo.html				fulltext			
Journal of Linguistics	0022-2267	1469-7742	1965	1	1	1996	32	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/LIN.html				fulltext			
Journal of Logic and Computation			1990	1	1	1995	5	6	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/logcom.html				fulltext			
Journal of Materials Chemistry	0959-9428	1364-5501	1991	1	1	2004	14	24	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/JM.html				fulltext			
Journal of Micromechanics and Microengineering	0960-1317		1991	1	1	1998	8	4	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0960-1317.html				fulltext			
Journal of Navigation	0373-4633	1469-7785	1948	1	1	1997	50	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/NAV.html				fulltext			
Journal of Nuclear Energy. Part C, Plasma Physics, Accelerators, Thermonuclear Research	0368-3281		1959	1	1	1966	8	6	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0368-3281.html				fulltext			
Journal of Optics			1977	8	1	1998	29	6	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0150-536X.html				fulltext			
Journal of Pediatric Psychology	0146-8693	0146-8693	1976	1	1	1995	20	6	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jpepsy.html				fulltext			
Journal of Petrology	0022-3530	1460-2415	1960	1	1	1995	36	6	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/petrology.html				fulltext			
Journal of Phenomenological Psychology	0047-2662	1569-1624	1970	1	1	2008	39	2	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00472662.html				fulltext			
Journal of Physics A: General Physics	0022-3689		1968	1	1	1972	5	12	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0022-3689.html				fulltext			
Journal of Physics A: Mathematical and General	0305-4470		1975	8	1	1998	31	50	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0305-4470.html				fulltext			
Journal of Physics A: Mathematical, Nuclear and General	0301-0015		1973	6	1	1974	7	18	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0301-0015.html				fulltext			
Journal of Physics B: Atomic and Molecular Physics	0022-3700		1968	1	1	1987	20	24	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0022-3700.html				fulltext			
Journal of Physics B: Atomic, Molecular and Optical Physics	0953-4075		1988	21	1	1998	31	24	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0953-4075.html				fulltext			
Journal of Physics C: Solid State Physics	0022-3719		1968	1	1	1988	21	36	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0022-3719.html				fulltext			
Journal of Physics D: Applied Physics	0022-3727		1968	1	1	1998	31	24	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0022-3727.html				fulltext			
Journal of Physics E: Scientific Instruments	0022-3735		1968	1	1	1989	22	12	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0022-3735.html				fulltext			
Journal of Physics F: Metal Physics	0305-4608		1971	1	1	1988	18	12	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0305-4608.html				fulltext			
Journal of Physics G: Nuclear and Particle Physics	0954-3899		1989	15	1	1998	24	12	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0954-3899.html				fulltext			
Journal of Physics G: Nuclear Physics	0305-4616		1975	1	1	1988	14	12	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0305-4616.html				fulltext			
Journal of Physics: Condensed Matter	0953-8984		1989	1	1	1998	10	50	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0953-8984.html				fulltext			
Journal of Plankton Research	0142-7873	1464-3774	1979	1	1	1995	17	12	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/plankt.html				fulltext			
Journal of Plasma Physics	0022-3778	1469-7807	1967	1	1	1996	56	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PLA.html				fulltext			
Journal of Popular Culture	0022-3840			12	2		12	2	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/b181.html				fulltext			
Journal of Popular Culture	0022-3840		1967	1	1	1990	23	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/b181.html				fulltext			
Journal of Popular Culture	0022-3840		1992	25	4	1996	29	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/b181.html				fulltext			
Journal of Property Research	0959-9916	1466-4453	1991	8	1	1996	13	4	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/rjpr20.html				fulltext			
Journal of Psychology	0022-3980		1935	1		1995	129	6	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/1140.html				fulltext			
Journal of Public Administration Research and Theory	1053-1858	1477-9803	1991	1	1	1995	5	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jpart.html				fulltext			
Journal of Public Policy		1469-7815	1981	1	1	1997	17	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PUP.html				fulltext			
Journal of Radiological Protection	0952-4746		1988	8	1	1998	18	4	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0952-4746.html				fulltext			
Journal of Refugee Studies	0951-6328	1471-6925	1988	1	1	1995	8	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/refuge.html				fulltext			
Journal of Religion in Africa	0022-4200	1570-0666	1967	1	1	1976	8	3	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00224200.html				fulltext			
Journal of Religion in Africa	0022-4200	1570-0666	1978	9	1	1983	14	3	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00224200.html				fulltext			
Journal of Religion in Africa	0022-4200	1570-0666	1985	15	1	2008	38	3	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00224200.html				fulltext			
Journal of Religion in Africa/Religion en Afrique	0022-4200		1967	1	1	1976	8	3	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/b184.html				fulltext			
Journal of Religion in Africa/Religion en Afrique	0022-4200		1978	9	1	1983	14	3	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/b184.html				fulltext			
Journal of Religion in Africa/Religion en Afrique	0022-4200		1985	15	1	1993	23		http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/b184.html				fulltext			
Journal of Religion in Africa/Religion en Afrique	0022-4200		1995	25		1995	25		http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/b184.html				fulltext			
Journal of Scientific Instruments	0950-7671		1923	1		1967	44	12	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0950-7671.html				fulltext			
Journal of Semantics	0167-5133	1477-4593	1982	1	1	1986	5	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/semant.html				fulltext			
Journal of Semantics	0167-5133	1477-4593	1988	6	1	1988	6	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/semant.html				fulltext			
Journal of Semantics	0167-5133	1477-4593	1990	7	1	1995	12	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/semant.html				fulltext			
Journal of Semitic Studies	0022-4480	1477-8556	1956	1	1	1965	10	2	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/semitj.html				fulltext			
Journal of Semitic Studies	0022-4480	1477-8556	1967	12	1	1970	15	2	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/semitj.html				fulltext			
Journal of Semitic Studies	0022-4480	1477-8556	1972	17	1	1972	17	2	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/semitj.html				fulltext			
Journal of Semitic Studies	0022-4480	1477-8556	1977	22	1	1982	27	2	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/semitj.html				fulltext			
Journal of Social Policy	0047-2794	1469-7823	1972	1	1	1996	25	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JSP.html				fulltext			
Journal of Social Psychology; Political, Racial and Differential Psychology	0022-4545		1930	1	1	1995	135	6	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/1143.html				fulltext			
Journal of Southeast Asian History	0217-7811		1960	1	1	1969	10	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/SEH.html				fulltext			
Journal of the American Academy of Religion	0002-7189	1477-4585	1933	1	1	1933	1	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jaarel.html				fulltext			
Journal of the American Academy of Religion	0002-7189	1477-4585	1935	3	1	1936	4	II	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jaarel.html				fulltext			
Journal of the American Academy of Religion	0002-7189	1477-4585	1952	20	1	1952	20	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jaarel.html				fulltext			
Journal of the American Academy of Religion	0002-7189	1477-4585	1979	48	3	1979	48	3	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jaarel.html				fulltext			
Journal of the American Academy of Religion	0002-7189	1477-4585	1984	52	2	1984	52	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jaarel.html				fulltext			
Journal of the Australian Mathematical Society	1446-7887	1446-8107	1959	1	1	2007	83	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JAZ.html				fulltext			
Journal of the Chemical Society	0368-1769		1862	15		1877	32		http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/JS.html				fulltext			
Journal of the Chemical Society (Resumed)	0368-1769		1926	129		1965			http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/JR.html				fulltext			
Journal of the Chemical Society A: Inorganic, Physical, Theoretical	0022-4944		1966			1971			http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/J1.html				fulltext			
Journal of the Chemical Society B: Physical Organic	0045-6470		1966			1971			http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/J2.html				fulltext			
Journal of the Chemical Society C: Organic	0022-4952		1966			1971			http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/J3.html				fulltext			
Journal of the Chemical Society D: Chemical Communications	0577-6171		1969		1	1971		24	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/C2.html				fulltext			
Journal of the Chemical Society, Abstracts	0590-9791		1878	34		1925	128		http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/CA.html				fulltext			
Journal of the Chemical Society, Chemical Communications	0022-4936		1972		1	1995		24	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/C3.html				fulltext			
Journal of the Chemical Society, Dalton Transactions	0300-9246	1364-5447	1972		1	2004	4	24	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/DT.html				fulltext			
Journal of the Chemical Society, Faraday Transactions	0956-5000	1364-5455	1990	86	1	1998	94	24	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/FT.html				fulltext			
Journal of the Chemical Society, Faraday Transactions 1: Physical Chemistry in Condensed Phases	0300-9599		1972	68		1989	85	7	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/F1.html				fulltext			
Journal of the Chemical Society, Faraday Transactions 2: Molecular and Chemical Physics	0300-9238		1972	68		1989	85	12	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/F2.html				fulltext			
Journal of the Chemical Society, Perkin Transactions 1: Organic and Bio-organic Chemistry		1364-5463	1972			2002	2	24	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/P1.html				fulltext			
Journal of the Chemical Society, Perkin Transactions 2: Physical Organic Chemistry	1470-1820	1364-5471	1972			2002	2	12	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/P2.html				fulltext			
Journal of the Chemical Society, Transactions	0368-1645		1878	33		1925	127		http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/CT.html				fulltext			
Journal of the Economic and Social History of the Orient	0022-4995	1568-5209	1957	1	1	1957	1	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00224995.html				fulltext			
Journal of the Economic and Social History of the Orient	0022-4995	1568-5209	1959	2	1	1976	19	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00224995.html				fulltext			
Journal of the Economic and Social History of the Orient	0022-4995	1568-5209	1978	21	1	2008	51	4	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00224995.html				fulltext			
Journal of the Faculty of Community Medicine	1741-3842	1741-3850	1979	1	1	1995	17	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jphm.html				fulltext			
Journal of the History of Collections	0954-6650	1477-8564	1989	1	1	1995	7	2	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/hiscol.html				fulltext			
Journal of the History of International Law		1571-8050	1999	1	1	2008	10	2	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/1388199X.html				fulltext			
Journal of the History of Medicine and Allied Sciences	0022-5045	1468-4373	1946	1	1	1946	1	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jalsci.html				fulltext			
Journal of the History of Medicine and Allied Sciences	0022-5045	1468-4373	1983	38	1	1995	50	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jalsci.html				fulltext			
Journal of the History of Philosophy	0022-5053		1963	1	1	1995	33	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/b151.html				fulltext			
Journal of the ICE			1935	1	1	1948	30	8	http://www.jiscjournalarchives.ac.uk/browse/ice/titles/ijoti.html				fulltext			
Journal of the ICE			1951	36	5	1951	36	10	http://www.jiscjournalarchives.ac.uk/browse/ice/titles/ijoti.html				fulltext			
Journal of the International Neuropsychological Society	1355-6177	1469-7661	1995	1	1	1996	2	6	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/INS.html				fulltext			
Journal of the International Phonetic Association	0025-1003	1475-3502	1971	1	1	1985	15	1	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/IPA.html				fulltext			
Journal of the International Phonetic Association	0025-1003	1475-3502	1987	17	1	2000	30	1-2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/IPA.html				fulltext			
Journal of the Marine Biological Association of the United Kingdom	0025-3154	1469-7769	1887	1	1	1900	6	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/MBI.html				fulltext			
Journal of the Marine Biological Association of the United Kingdom	0025-3154	1469-7769	1902	6	3	1904	7	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/MBI.html				fulltext			
Journal of the Marine Biological Association of the United Kingdom	0025-3154	1469-7769	1906	7	3	1998	78	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/MBI.html				fulltext			
Journal of the Plainsong and Mediaeval Music Society	0143-4918		1986	9	1	1986	9	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JPM.html				fulltext			
Journal of the Royal Asiatic Society of Great Britain & Ireland	1356-1863	1474-0591	1834	1	1	1838	5	10	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JRA.html				fulltext			
Journal of the Royal Asiatic Society of Great Britain & Ireland	1356-1863	1474-0591	1841	6	11	1841	6	12	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JRA.html				fulltext			
Journal of the Royal Asiatic Society of Great Britain & Ireland	1356-1863	1474-0591	1843	7	13	1843	7	14	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JRA.html				fulltext			
Journal of the Royal Asiatic Society of Great Britain & Ireland	1356-1863	1474-0591	1846	8	15	1846	8	15	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JRA.html				fulltext			
Journal of the Royal Asiatic Society of Great Britain & Ireland	1356-1863	1474-0591	1864	1	1	1871	5	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JRA.html				fulltext			
